# nhpx, l , b
9890, 174.9801, -48.5531
9891, 174.9821, -48.5387
9892, 175.0057, -48.5233
9893, 175.0076, -48.5089
9894, 174.9840, -48.5244
9895, 174.9859, -48.5100
9896, 174.9584, -48.5541
9897, 174.9604, -48.5398
9898, 174.9367, -48.5552
9899, 174.9387, -48.5408
9900, 174.9623, -48.5254
9901, 174.9642, -48.5111
9902, 174.9406, -48.5265
9903, 174.9425, -48.5121
9904, 175.0095, -48.4946
9905, 175.0114, -48.4802
9906, 174.9878, -48.4957
9907, 174.9898, -48.4813
9908, 175.0134, -48.4659
9909, 175.0153, -48.4515
9910, 174.9917, -48.4670
9911, 174.9936, -48.4526
9912, 174.9662, -48.4967
9913, 174.9681, -48.4824
9914, 174.9445, -48.4978
9915, 174.9464, -48.4834
9916, 174.9700, -48.4680
9917, 174.9719, -48.4537
9918, 174.9483, -48.4691
9919, 174.9503, -48.4547
9920, 175.1038, -48.4328
9921, 175.1057, -48.4185
9922, 175.0822, -48.4339
9923, 175.0841, -48.4196
9924, 175.1076, -48.4041
9925, 175.1095, -48.3898
9926, 175.0859, -48.4052
9927, 175.0878, -48.3909
9928, 175.0605, -48.4350
9929, 175.0624, -48.4207
9930, 175.0388, -48.4361
9931, 175.0407, -48.4217
9932, 175.0643, -48.4063
9933, 175.0662, -48.3920
9934, 175.0427, -48.4074
9935, 175.0446, -48.3930
9936, 175.1114, -48.3754
9937, 175.1132, -48.3611
9938, 175.0897, -48.3765
9939, 175.0916, -48.3622
9940, 175.1151, -48.3467
9941, 175.1170, -48.3324
9942, 175.0935, -48.3478
9943, 175.0954, -48.3334
9944, 175.0681, -48.3776
9945, 175.0700, -48.3632
9946, 175.0465, -48.3787
9947, 175.0484, -48.3643
9948, 175.0719, -48.3489
9949, 175.0738, -48.3345
9950, 175.0503, -48.3500
9951, 175.0522, -48.3356
9952, 175.0172, -48.4372
9953, 175.0191, -48.4228
9954, 174.9955, -48.4382
9955, 174.9974, -48.4239
9956, 175.0210, -48.4085
9957, 175.0229, -48.3941
9958, 174.9994, -48.4095
9959, 175.0013, -48.3952
9960, 174.9739, -48.4393
9961, 174.9758, -48.4250
9962, 174.9522, -48.4404
9963, 174.9541, -48.4260
9964, 174.9777, -48.4106
9965, 174.9796, -48.3963
9966, 174.9561, -48.4117
9967, 174.9580, -48.3973
9968, 175.0248, -48.3798
9969, 175.0267, -48.3654
9970, 175.0032, -48.3808
9971, 175.0051, -48.3665
9972, 175.0286, -48.3510
9973, 175.0305, -48.3367
9974, 175.0070, -48.3521
9975, 175.0089, -48.3378
9976, 174.9815, -48.3819
9977, 174.9835, -48.3675
9978, 174.9599, -48.3830
9979, 174.9618, -48.3686
9980, 174.9854, -48.3532
9981, 174.9873, -48.3388
9982, 174.9638, -48.3543
9983, 174.9657, -48.3399
9984, 175.2917, -48.3091
9985, 175.2935, -48.2948
9986, 175.2701, -48.3102
9987, 175.2719, -48.2959
9988, 175.2954, -48.2804
9989, 175.2972, -48.2660
9990, 175.2738, -48.2815
9991, 175.2756, -48.2672
9992, 175.2485, -48.3114
9993, 175.2503, -48.2970
9994, 175.2269, -48.3125
9995, 175.2287, -48.2981
9996, 175.2522, -48.2826
9997, 175.2540, -48.2683
9998, 175.2306, -48.2838
9999, 175.2324, -48.2694
10000, 175.2990, -48.2517
10001, 175.3008, -48.2373
10002, 175.2774, -48.2528
10003, 175.2793, -48.2385
10004, 175.3026, -48.2230
10005, 175.3045, -48.2086
10006, 175.2811, -48.2241
10007, 175.2829, -48.2097
10008, 175.2558, -48.2539
10009, 175.2577, -48.2396
10010, 175.2343, -48.2551
10011, 175.2361, -48.2407
10012, 175.2595, -48.2252
10013, 175.2614, -48.2109
10014, 175.2380, -48.2263
10015, 175.2398, -48.2120
10016, 175.2053, -48.3136
10017, 175.2071, -48.2992
10018, 175.1837, -48.3147
10019, 175.1855, -48.3003
10020, 175.2090, -48.2849
10021, 175.2108, -48.2705
10022, 175.1874, -48.2860
10023, 175.1893, -48.2716
10024, 175.1621, -48.3158
10025, 175.1639, -48.3014
10026, 175.1405, -48.3169
10027, 175.1424, -48.3025
10028, 175.1658, -48.2871
10029, 175.1677, -48.2727
10030, 175.1442, -48.2882
10031, 175.1461, -48.2738
10032, 175.2127, -48.2562
10033, 175.2145, -48.2418
10034, 175.1911, -48.2573
10035, 175.1930, -48.2429
10036, 175.2164, -48.2274
10037, 175.2182, -48.2131
10038, 175.1948, -48.2286
10039, 175.1967, -48.2142
10040, 175.1695, -48.2584
10041, 175.1714, -48.2440
10042, 175.1480, -48.2595
10043, 175.1498, -48.2451
10044, 175.1733, -48.2297
10045, 175.1751, -48.2153
10046, 175.1517, -48.2308
10047, 175.1535, -48.2164
10048, 175.3063, -48.1943
10049, 175.3081, -48.1799
10050, 175.2847, -48.1954
10051, 175.2866, -48.1810
10052, 175.3099, -48.1655
10053, 175.3117, -48.1512
10054, 175.2884, -48.1667
10055, 175.2902, -48.1523
10056, 175.2632, -48.1965
10057, 175.2650, -48.1821
10058, 175.2416, -48.1976
10059, 175.2435, -48.1833
10060, 175.2668, -48.1678
10061, 175.2687, -48.1534
10062, 175.2453, -48.1689
10063, 175.2471, -48.1545
10064, 175.3136, -48.1368
10065, 175.3154, -48.1225
10066, 175.2920, -48.1379
10067, 175.2938, -48.1236
10068, 175.3172, -48.1081
10069, 175.3190, -48.0937
10070, 175.2957, -48.1092
10071, 175.2975, -48.0949
10072, 175.2705, -48.1391
10073, 175.2723, -48.1247
10074, 175.2490, -48.1402
10075, 175.2508, -48.1258
10076, 175.2741, -48.1104
10077, 175.2760, -48.0960
10078, 175.2526, -48.1115
10079, 175.2545, -48.0971
10080, 175.2201, -48.1987
10081, 175.2219, -48.1844
10082, 175.1985, -48.1998
10083, 175.2004, -48.1855
10084, 175.2238, -48.1700
10085, 175.2256, -48.1557
10086, 175.2022, -48.1711
10087, 175.2041, -48.1568
10088, 175.1770, -48.2010
10089, 175.1788, -48.1866
10090, 175.1554, -48.2021
10091, 175.1573, -48.1877
10092, 175.1807, -48.1722
10093, 175.1825, -48.1579
10094, 175.1591, -48.1733
10095, 175.1610, -48.1590
10096, 175.2274, -48.1413
10097, 175.2293, -48.1269
10098, 175.2059, -48.1424
10099, 175.2078, -48.1281
10100, 175.2311, -48.1126
10101, 175.2329, -48.0982
10102, 175.2096, -48.1137
10103, 175.2114, -48.0993
10104, 175.1844, -48.1435
10105, 175.1862, -48.1292
10106, 175.1628, -48.1446
10107, 175.1647, -48.1303
10108, 175.1881, -48.1148
10109, 175.1899, -48.1005
10110, 175.1666, -48.1159
10111, 175.1684, -48.1016
10112, 175.1189, -48.3180
10113, 175.1207, -48.3036
10114, 175.0973, -48.3191
10115, 175.0991, -48.3047
10116, 175.1226, -48.2893
10117, 175.1245, -48.2749
10118, 175.1010, -48.2904
10119, 175.1029, -48.2760
10120, 175.0757, -48.3202
10121, 175.0775, -48.3058
10122, 175.0540, -48.3213
10123, 175.0559, -48.3069
10124, 175.0794, -48.2915
10125, 175.0813, -48.2771
10126, 175.0578, -48.2926
10127, 175.0597, -48.2782
10128, 175.1264, -48.2606
10129, 175.1282, -48.2462
10130, 175.1048, -48.2617
10131, 175.1067, -48.2473
10132, 175.1301, -48.2319
10133, 175.1320, -48.2175
10134, 175.1085, -48.2330
10135, 175.1104, -48.2186
10136, 175.0832, -48.2628
10137, 175.0851, -48.2484
10138, 175.0616, -48.2638
10139, 175.0635, -48.2495
10140, 175.0870, -48.2340
10141, 175.0889, -48.2197
10142, 175.0654, -48.2351
10143, 175.0673, -48.2208
10144, 175.0324, -48.3223
10145, 175.0343, -48.3080
10146, 175.0108, -48.3234
10147, 175.0127, -48.3091
10148, 175.0362, -48.2936
10149, 175.0381, -48.2793
10150, 175.0146, -48.2947
10151, 175.0165, -48.2804
10152, 174.9892, -48.3245
10153, 174.9911, -48.3101
10154, 174.9676, -48.3256
10155, 174.9695, -48.3112
10156, 174.9930, -48.2958
10157, 174.9950, -48.2814
10158, 174.9714, -48.2968
10159, 174.9734, -48.2825
10160, 175.0400, -48.2649
10161, 175.0419, -48.2506
10162, 175.0184, -48.2660
10163, 175.0204, -48.2516
10164, 175.0438, -48.2362
10165, 175.0457, -48.2219
10166, 175.0223, -48.2373
10167, 175.0242, -48.2229
10168, 174.9969, -48.2671
10169, 174.9988, -48.2527
10170, 174.9753, -48.2681
10171, 174.9772, -48.2538
10172, 175.0007, -48.2384
10173, 175.0026, -48.2240
10174, 174.9791, -48.2394
10175, 174.9810, -48.2251
10176, 175.1339, -48.2032
10177, 175.1357, -48.1888
10178, 175.1123, -48.2042
10179, 175.1142, -48.1899
10180, 175.1376, -48.1744
10181, 175.1394, -48.1601
10182, 175.1160, -48.1755
10183, 175.1179, -48.1612
10184, 175.0907, -48.2053
10185, 175.0926, -48.1910
10186, 175.0692, -48.2064
10187, 175.0711, -48.1921
10188, 175.0945, -48.1766
10189, 175.0964, -48.1623
10190, 175.0729, -48.1777
10191, 175.0748, -48.1634
10192, 175.1413, -48.1457
10193, 175.1432, -48.1314
10194, 175.1198, -48.1468
10195, 175.1216, -48.1325
10196, 175.1450, -48.1170
10197, 175.1469, -48.1027
10198, 175.1235, -48.1181
10199, 175.1254, -48.1038
10200, 175.0982, -48.1479
10201, 175.1001, -48.1336
10202, 175.0767, -48.1490
10203, 175.0786, -48.1346
10204, 175.1020, -48.1192
10205, 175.1039, -48.1048
10206, 175.0805, -48.1203
10207, 175.0823, -48.1059
10208, 175.0476, -48.2075
10209, 175.0495, -48.1931
10210, 175.0261, -48.2086
10211, 175.0279, -48.1942
10212, 175.0514, -48.1788
10213, 175.0533, -48.1644
10214, 175.0298, -48.1799
10215, 175.0317, -48.1655
10216, 175.0045, -48.2097
10217, 175.0064, -48.1953
10218, 174.9829, -48.2107
10219, 174.9848, -48.1964
10220, 175.0083, -48.1809
10221, 175.0102, -48.1666
10222, 174.9867, -48.1820
10223, 174.9886, -48.1677
10224, 175.0552, -48.1501
10225, 175.0571, -48.1357
10226, 175.0336, -48.1512
10227, 175.0355, -48.1368
10228, 175.0589, -48.1214
10229, 175.0608, -48.1070
10230, 175.0374, -48.1225
10231, 175.0393, -48.1081
10232, 175.0121, -48.1522
10233, 175.0140, -48.1379
10234, 174.9906, -48.1533
10235, 174.9925, -48.1390
10236, 175.0159, -48.1235
10237, 175.0178, -48.1092
10238, 174.9944, -48.1246
10239, 174.9963, -48.1102
10240, 174.8521, -49.0155
10241, 174.8541, -49.0012
10242, 174.8302, -49.0166
10243, 174.8321, -49.0022
10244, 174.8560, -48.9868
10245, 174.8580, -48.9725
10246, 174.8341, -48.9878
10247, 174.8361, -48.9735
10248, 174.8082, -49.0176
10249, 174.8102, -49.0032
10250, 174.7863, -49.0186
10251, 174.7883, -49.0043
10252, 174.8122, -48.9889
10253, 174.8142, -48.9745
10254, 174.7903, -48.9899
10255, 174.7923, -48.9756
10256, 174.8600, -48.9581
10257, 174.8620, -48.9438
10258, 174.8381, -48.9591
10259, 174.8401, -48.9448
10260, 174.8640, -48.9294
10261, 174.8659, -48.9151
10262, 174.8421, -48.9304
10263, 174.8441, -48.9161
10264, 174.8162, -48.9602
10265, 174.8182, -48.9458
10266, 174.7943, -48.9612
10267, 174.7963, -48.9469
10268, 174.8202, -48.9315
10269, 174.8222, -48.9171
10270, 174.7983, -48.9325
10271, 174.8003, -48.9182
10272, 174.7644, -49.0196
10273, 174.7664, -49.0053
10274, 174.7425, -49.0207
10275, 174.7445, -49.0063
10276, 174.7684, -48.9909
10277, 174.7704, -48.9766
10278, 174.7465, -48.9920
10279, 174.7485, -48.9776
10280, 174.7206, -49.0217
10281, 174.7226, -49.0073
10282, 174.6986, -49.0227
10283, 174.7007, -49.0084
10284, 174.7246, -48.9930
10285, 174.7266, -48.9786
10286, 174.7027, -48.9940
10287, 174.7047, -48.9797
10288, 174.7724, -48.9622
10289, 174.7745, -48.9479
10290, 174.7506, -48.9633
10291, 174.7526, -48.9489
10292, 174.7765, -48.9335
10293, 174.7785, -48.9192
10294, 174.7546, -48.9346
10295, 174.7566, -48.9202
10296, 174.7287, -48.9643
10297, 174.7307, -48.9499
10298, 174.7068, -48.9653
10299, 174.7088, -48.9510
10300, 174.7327, -48.9356
10301, 174.7347, -48.9212
10302, 174.7108, -48.9366
10303, 174.7128, -48.9223
10304, 174.8679, -48.9007
10305, 174.8699, -48.8863
10306, 174.8461, -48.9017
10307, 174.8480, -48.8874
10308, 174.8719, -48.8720
10309, 174.8738, -48.8576
10310, 174.8500, -48.8730
10311, 174.8520, -48.8587
10312, 174.8242, -48.9028
10313, 174.8262, -48.8884
10314, 174.8023, -48.9038
10315, 174.8043, -48.8895
10316, 174.8282, -48.8741
10317, 174.8302, -48.8597
10318, 174.8063, -48.8751
10319, 174.8083, -48.8608
10320, 174.8758, -48.8433
10321, 174.8778, -48.8289
10322, 174.8540, -48.8443
10323, 174.8560, -48.8300
10324, 174.8798, -48.8146
10325, 174.8817, -48.8002
10326, 174.8579, -48.8156
10327, 174.8599, -48.8013
10328, 174.8321, -48.8454
10329, 174.8341, -48.8310
10330, 174.8103, -48.8464
10331, 174.8123, -48.8321
10332, 174.8361, -48.8167
10333, 174.8381, -48.8023
10334, 174.8143, -48.8177
10335, 174.8163, -48.8034
10336, 174.7805, -48.9048
10337, 174.7825, -48.8905
10338, 174.7586, -48.9059
10339, 174.7606, -48.8915
10340, 174.7845, -48.8761
10341, 174.7865, -48.8618
10342, 174.7626, -48.8772
10343, 174.7646, -48.8628
10344, 174.7367, -48.9069
10345, 174.7387, -48.8925
10346, 174.7149, -48.9079
10347, 174.7169, -48.8936
10348, 174.7408, -48.8782
10349, 174.7428, -48.8638
10350, 174.7189, -48.8792
10351, 174.7209, -48.8649
10352, 174.7885, -48.8474
10353, 174.7905, -48.8331
10354, 174.7666, -48.8485
10355, 174.7686, -48.8341
10356, 174.7925, -48.8187
10357, 174.7944, -48.8044
10358, 174.7706, -48.8198
10359, 174.7726, -48.8054
10360, 174.7448, -48.8495
10361, 174.7468, -48.8351
10362, 174.7229, -48.8505
10363, 174.7249, -48.8362
10364, 174.7488, -48.8208
10365, 174.7508, -48.8064
10366, 174.7270, -48.8218
10367, 174.7290, -48.8075
10368, 174.6767, -49.0237
10369, 174.6788, -49.0094
10370, 174.6548, -49.0247
10371, 174.6568, -49.0104
10372, 174.6808, -48.9950
10373, 174.6828, -48.9807
10374, 174.6589, -48.9960
10375, 174.6609, -48.9817
10376, 174.6329, -49.0257
10377, 174.6349, -49.0114
10378, 174.6110, -49.0267
10379, 174.6130, -49.0124
10380, 174.6370, -48.9970
10381, 174.6390, -48.9827
10382, 174.6151, -48.9980
10383, 174.6171, -48.9837
10384, 174.6849, -48.9663
10385, 174.6869, -48.9520
10386, 174.6630, -48.9673
10387, 174.6650, -48.9530
10388, 174.6889, -48.9376
10389, 174.6910, -48.9233
10390, 174.6670, -48.9386
10391, 174.6691, -48.9243
10392, 174.6411, -48.9683
10393, 174.6431, -48.9540
10394, 174.6192, -48.9693
10395, 174.6212, -48.9550
10396, 174.6452, -48.9396
10397, 174.6472, -48.9253
10398, 174.6233, -48.9406
10399, 174.6253, -48.9263
10400, 174.5890, -49.0277
10401, 174.5911, -49.0134
10402, 174.5671, -49.0287
10403, 174.5692, -49.0144
10404, 174.5932, -48.9990
10405, 174.5952, -48.9847
10406, 174.5712, -49.0000
10407, 174.5733, -48.9857
10408, 174.5452, -49.0297
10409, 174.5473, -49.0153
10410, 174.5233, -49.0307
10411, 174.5253, -49.0163
10412, 174.5493, -49.0010
10413, 174.5514, -48.9866
10414, 174.5274, -49.0020
10415, 174.5295, -48.9876
10416, 174.5973, -48.9703
10417, 174.5993, -48.9560
10418, 174.5754, -48.9713
10419, 174.5774, -48.9570
10420, 174.6014, -48.9416
10421, 174.6034, -48.9273
10422, 174.5795, -48.9426
10423, 174.5816, -48.9283
10424, 174.5535, -48.9723
10425, 174.5555, -48.9580
10426, 174.5316, -48.9733
10427, 174.5337, -48.9589
10428, 174.5576, -48.9436
10429, 174.5597, -48.9293
10430, 174.5357, -48.9446
10431, 174.5378, -48.9302
10432, 174.6930, -48.9089
10433, 174.6950, -48.8946
10434, 174.6711, -48.9099
10435, 174.6732, -48.8956
10436, 174.6970, -48.8802
10437, 174.6991, -48.8659
10438, 174.6752, -48.8812
10439, 174.6772, -48.8669
10440, 174.6492, -48.9109
10441, 174.6513, -48.8966
10442, 174.6274, -48.9119
10443, 174.6294, -48.8976
10444, 174.6533, -48.8822
10445, 174.6554, -48.8679
10446, 174.6315, -48.8832
10447, 174.6335, -48.8689
10448, 174.7011, -48.8515
10449, 174.7031, -48.8372
10450, 174.6792, -48.8525
10451, 174.6813, -48.8382
10452, 174.7051, -48.8228
10453, 174.7071, -48.8085
10454, 174.6833, -48.8238
10455, 174.6853, -48.8095
10456, 174.6574, -48.8535
10457, 174.6594, -48.8392
10458, 174.6355, -48.8545
10459, 174.6376, -48.8402
10460, 174.6615, -48.8249
10461, 174.6635, -48.8105
10462, 174.6396, -48.8259
10463, 174.6417, -48.8115
10464, 174.6055, -48.9129
10465, 174.6076, -48.8986
10466, 174.5836, -48.9139
10467, 174.5857, -48.8996
10468, 174.6096, -48.8842
10469, 174.6117, -48.8699
10470, 174.5877, -48.8852
10471, 174.5898, -48.8709
10472, 174.5617, -48.9149
10473, 174.5638, -48.9006
10474, 174.5399, -48.9159
10475, 174.5419, -48.9016
10476, 174.5659, -48.8862
10477, 174.5679, -48.8719
10478, 174.5440, -48.8872
10479, 174.5461, -48.8729
10480, 174.6137, -48.8555
10481, 174.6157, -48.8412
10482, 174.5919, -48.8565
10483, 174.5939, -48.8422
10484, 174.6178, -48.8269
10485, 174.6198, -48.8125
10486, 174.5960, -48.8278
10487, 174.5980, -48.8135
10488, 174.5700, -48.8575
10489, 174.5721, -48.8432
10490, 174.5481, -48.8585
10491, 174.5502, -48.8442
10492, 174.5741, -48.8288
10493, 174.5762, -48.8145
10494, 174.5523, -48.8298
10495, 174.5543, -48.8155
10496, 174.8837, -48.7859
10497, 174.8857, -48.7715
10498, 174.8619, -48.7869
10499, 174.8639, -48.7726
10500, 174.8876, -48.7572
10501, 174.8896, -48.7428
10502, 174.8658, -48.7582
10503, 174.8678, -48.7439
10504, 174.8401, -48.7880
10505, 174.8421, -48.7736
10506, 174.8183, -48.7890
10507, 174.8202, -48.7747
10508, 174.8440, -48.7593
10509, 174.8460, -48.7449
10510, 174.8222, -48.7603
10511, 174.8242, -48.7460
10512, 174.8916, -48.7285
10513, 174.8935, -48.7141
10514, 174.8698, -48.7295
10515, 174.8717, -48.7152
10516, 174.8955, -48.6998
10517, 174.8974, -48.6854
10518, 174.8737, -48.7008
10519, 174.8757, -48.6865
10520, 174.8480, -48.7306
10521, 174.8500, -48.7162
10522, 174.8262, -48.7316
10523, 174.8282, -48.7173
10524, 174.8519, -48.7019
10525, 174.8539, -48.6875
10526, 174.8301, -48.7029
10527, 174.8321, -48.6886
10528, 174.7964, -48.7900
10529, 174.7984, -48.7757
10530, 174.7746, -48.7911
10531, 174.7766, -48.7767
10532, 174.8004, -48.7613
10533, 174.8024, -48.7470
10534, 174.7786, -48.7624
10535, 174.7806, -48.7480
10536, 174.7528, -48.7921
10537, 174.7548, -48.7777
10538, 174.7310, -48.7931
10539, 174.7330, -48.7788
10540, 174.7568, -48.7634
10541, 174.7588, -48.7491
10542, 174.7350, -48.7644
10543, 174.7370, -48.7501
10544, 174.8044, -48.7326
10545, 174.8064, -48.7183
10546, 174.7826, -48.7337
10547, 174.7846, -48.7193
10548, 174.8084, -48.7039
10549, 174.8104, -48.6896
10550, 174.7866, -48.7050
10551, 174.7886, -48.6906
10552, 174.7608, -48.7347
10553, 174.7628, -48.7204
10554, 174.7390, -48.7357
10555, 174.7410, -48.7214
10556, 174.7648, -48.7060
10557, 174.7668, -48.6917
10558, 174.7430, -48.7070
10559, 174.7450, -48.6927
10560, 174.8994, -48.6711
10561, 174.9013, -48.6567
10562, 174.8776, -48.6721
10563, 174.8796, -48.6578
10564, 174.9033, -48.6424
10565, 174.9053, -48.6280
10566, 174.8816, -48.6434
10567, 174.8835, -48.6291
10568, 174.8559, -48.6732
10569, 174.8578, -48.6588
10570, 174.8341, -48.6742
10571, 174.8361, -48.6599
10572, 174.8598, -48.6445
10573, 174.8618, -48.6301
10574, 174.8380, -48.6455
10575, 174.8400, -48.6312
10576, 174.9072, -48.6137
10577, 174.9092, -48.5993
10578, 174.8855, -48.6147
10579, 174.8874, -48.6004
10580, 174.9111, -48.5850
10581, 174.9131, -48.5706
10582, 174.8894, -48.5860
10583, 174.8913, -48.5717
10584, 174.8637, -48.6158
10585, 174.8657, -48.6014
10586, 174.8420, -48.6168
10587, 174.8440, -48.6025
10588, 174.8677, -48.5871
10589, 174.8696, -48.5727
10590, 174.8459, -48.5881
10591, 174.8479, -48.5737
10592, 174.8123, -48.6752
10593, 174.8143, -48.6609
10594, 174.7906, -48.6763
10595, 174.7926, -48.6619
10596, 174.8163, -48.6465
10597, 174.8183, -48.6322
10598, 174.7945, -48.6476
10599, 174.7965, -48.6332
10600, 174.7688, -48.6773
10601, 174.7708, -48.6630
10602, 174.7470, -48.6783
10603, 174.7490, -48.6640
10604, 174.7728, -48.6486
10605, 174.7748, -48.6343
10606, 174.7510, -48.6496
10607, 174.7530, -48.6353
10608, 174.8203, -48.6178
10609, 174.8222, -48.6035
10610, 174.7985, -48.6189
10611, 174.8005, -48.6045
10612, 174.8242, -48.5891
10613, 174.8262, -48.5748
10614, 174.8025, -48.5902
10615, 174.8045, -48.5758
10616, 174.7768, -48.6199
10617, 174.7788, -48.6056
10618, 174.7550, -48.6209
10619, 174.7570, -48.6066
10620, 174.7807, -48.5912
10621, 174.7827, -48.5769
10622, 174.7590, -48.5922
10623, 174.7610, -48.5779
10624, 174.7092, -48.7941
10625, 174.7112, -48.7798
10626, 174.6873, -48.7951
10627, 174.6894, -48.7808
10628, 174.7132, -48.7654
10629, 174.7152, -48.7511
10630, 174.6914, -48.7665
10631, 174.6934, -48.7521
10632, 174.6655, -48.7962
10633, 174.6676, -48.7818
10634, 174.6437, -48.7972
10635, 174.6457, -48.7828
10636, 174.6696, -48.7675
10637, 174.6716, -48.7531
10638, 174.6478, -48.7685
10639, 174.6498, -48.7541
10640, 174.7172, -48.7367
10641, 174.7192, -48.7224
10642, 174.6954, -48.7378
10643, 174.6974, -48.7234
10644, 174.7212, -48.7080
10645, 174.7233, -48.6937
10646, 174.6995, -48.7091
10647, 174.7015, -48.6947
10648, 174.6736, -48.7388
10649, 174.6757, -48.7244
10650, 174.6518, -48.7398
10651, 174.6539, -48.7254
10652, 174.6777, -48.7101
10653, 174.6797, -48.6957
10654, 174.6559, -48.7111
10655, 174.6579, -48.6967
10656, 174.6219, -48.7982
10657, 174.6239, -48.7838
10658, 174.6001, -48.7992
10659, 174.6021, -48.7848
10660, 174.6260, -48.7695
10661, 174.6280, -48.7551
10662, 174.6042, -48.7705
10663, 174.6062, -48.7561
10664, 174.5782, -48.8001
10665, 174.5803, -48.7858
10666, 174.5564, -48.8011
10667, 174.5585, -48.7868
10668, 174.5823, -48.7715
10669, 174.5844, -48.7571
10670, 174.5605, -48.7724
10671, 174.5626, -48.7581
10672, 174.6300, -48.7408
10673, 174.6321, -48.7264
10674, 174.6082, -48.7418
10675, 174.6103, -48.7274
10676, 174.6341, -48.7121
10677, 174.6361, -48.6977
10678, 174.6123, -48.7131
10679, 174.6144, -48.6987
10680, 174.5864, -48.7428
10681, 174.5885, -48.7284
10682, 174.5646, -48.7437
10683, 174.5667, -48.7294
10684, 174.5905, -48.7141
10685, 174.5926, -48.6997
10686, 174.5687, -48.7151
10687, 174.5708, -48.7007
10688, 174.7253, -48.6793
10689, 174.7273, -48.6650
10690, 174.7035, -48.6804
10691, 174.7055, -48.6660
10692, 174.7293, -48.6506
10693, 174.7313, -48.6363
10694, 174.7075, -48.6517
10695, 174.7095, -48.6373
10696, 174.6817, -48.6814
10697, 174.6837, -48.6670
10698, 174.6599, -48.6824
10699, 174.6620, -48.6680
10700, 174.6858, -48.6527
10701, 174.6878, -48.6383
10702, 174.6640, -48.6537
10703, 174.6660, -48.6393
10704, 174.7333, -48.6219
10705, 174.7353, -48.6076
10706, 174.7115, -48.6230
10707, 174.7135, -48.6086
10708, 174.7373, -48.5933
10709, 174.7393, -48.5789
10710, 174.7155, -48.5943
10711, 174.7176, -48.5799
10712, 174.6898, -48.6240
10713, 174.6918, -48.6096
10714, 174.6680, -48.6250
10715, 174.6701, -48.6106
10716, 174.6938, -48.5953
10717, 174.6958, -48.5809
10718, 174.6721, -48.5963
10719, 174.6741, -48.5819
10720, 174.6382, -48.6834
10721, 174.6402, -48.6690
10722, 174.6164, -48.6844
10723, 174.6184, -48.6700
10724, 174.6422, -48.6547
10725, 174.6443, -48.6403
10726, 174.6205, -48.6557
10727, 174.6225, -48.6413
10728, 174.5946, -48.6854
10729, 174.5967, -48.6710
10730, 174.5729, -48.6864
10731, 174.5749, -48.6720
10732, 174.5987, -48.6567
10733, 174.6008, -48.6423
10734, 174.5770, -48.6577
10735, 174.5790, -48.6433
10736, 174.6463, -48.6260
10737, 174.6483, -48.6116
10738, 174.6245, -48.6270
10739, 174.6266, -48.6126
10740, 174.6503, -48.5973
10741, 174.6524, -48.5829
10742, 174.6286, -48.5983
10743, 174.6306, -48.5839
10744, 174.6028, -48.6280
10745, 174.6048, -48.6136
10746, 174.5810, -48.6290
10747, 174.5831, -48.6146
10748, 174.6069, -48.5993
10749, 174.6089, -48.5849
10750, 174.5851, -48.6003
10751, 174.5872, -48.5859
10752, 174.5013, -49.0316
10753, 174.5034, -49.0173
10754, 174.4794, -49.0326
10755, 174.4815, -49.0183
10756, 174.5055, -49.0029
10757, 174.5076, -48.9886
10758, 174.4836, -49.0039
10759, 174.4857, -48.9896
10760, 174.4575, -49.0336
10761, 174.4596, -49.0192
10762, 174.4355, -49.0345
10763, 174.4376, -49.0202
10764, 174.4617, -49.0049
10765, 174.4638, -48.9905
10766, 174.4398, -49.0059
10767, 174.4419, -48.9915
10768, 174.5097, -48.9743
10769, 174.5118, -48.9599
10770, 174.4878, -48.9752
10771, 174.4899, -48.9609
10772, 174.5138, -48.9456
10773, 174.5159, -48.9312
10774, 174.4919, -48.9465
10775, 174.4940, -48.9322
10776, 174.4659, -48.9762
10777, 174.4680, -48.9619
10778, 174.4440, -48.9772
10779, 174.4461, -48.9628
10780, 174.4701, -48.9475
10781, 174.4721, -48.9332
10782, 174.4482, -48.9485
10783, 174.4503, -48.9341
10784, 174.4136, -49.0355
10785, 174.4157, -49.0212
10786, 174.3917, -49.0365
10787, 174.3938, -49.0221
10788, 174.4178, -49.0068
10789, 174.4199, -48.9925
10790, 174.3959, -49.0078
10791, 174.3980, -48.9934
10792, 174.3697, -49.0374
10793, 174.3719, -49.0231
10794, 174.3478, -49.0384
10795, 174.3499, -49.0240
10796, 174.3740, -49.0087
10797, 174.3761, -48.9944
10798, 174.3521, -49.0097
10799, 174.3542, -48.9953
10800, 174.4221, -48.9781
10801, 174.4242, -48.9638
10802, 174.4001, -48.9791
10803, 174.4023, -48.9647
10804, 174.4263, -48.9494
10805, 174.4284, -48.9351
10806, 174.4044, -48.9504
10807, 174.4065, -48.9361
10808, 174.3782, -48.9800
10809, 174.3804, -48.9657
10810, 174.3563, -48.9810
10811, 174.3585, -48.9666
10812, 174.3825, -48.9514
10813, 174.3846, -48.9370
10814, 174.3606, -48.9523
10815, 174.3627, -48.9380
10816, 174.5180, -48.9169
10817, 174.5201, -48.9025
10818, 174.4961, -48.9179
10819, 174.4982, -48.9035
10820, 174.5221, -48.8882
10821, 174.5242, -48.8738
