# nhpx, l , b
995, 176.3568, -48.5769
996, 176.3800, -48.5612
997, 176.3816, -48.5468
998, 176.3584, -48.5625
999, 176.3599, -48.5482
1000, 176.3336, -48.5926
1001, 176.3351, -48.5782
1002, 176.3119, -48.5939
1003, 176.3134, -48.5796
1004, 176.3367, -48.5639
1005, 176.3382, -48.5495
1006, 176.3150, -48.5652
1007, 176.3165, -48.5508
1008, 176.3831, -48.5325
1009, 176.3846, -48.5181
1010, 176.3614, -48.5338
1011, 176.3630, -48.5194
1012, 176.3862, -48.5037
1013, 176.3877, -48.4893
1014, 176.3645, -48.5050
1015, 176.3660, -48.4907
1016, 176.3398, -48.5351
1017, 176.3413, -48.5207
1018, 176.3181, -48.5364
1019, 176.3196, -48.5221
1020, 176.3428, -48.5064
1021, 176.3444, -48.4920
1022, 176.3212, -48.5077
1023, 176.3227, -48.4933
1024, 176.9948, -48.4359
1025, 176.9961, -48.4216
1026, 176.9732, -48.4374
1027, 176.9745, -48.4230
1028, 176.9975, -48.4072
1029, 176.9988, -48.3928
1030, 176.9759, -48.4086
1031, 176.9772, -48.3942
1032, 176.9515, -48.4388
1033, 176.9529, -48.4245
1034, 176.9299, -48.4403
1035, 176.9313, -48.4259
1036, 176.9543, -48.4101
1037, 176.9556, -48.3957
1038, 176.9327, -48.4115
1039, 176.9340, -48.3971
1040, 177.0002, -48.3784
1041, 177.0015, -48.3640
1042, 176.9786, -48.3799
1043, 176.9799, -48.3655
1044, 177.0029, -48.3496
1045, 177.0042, -48.3353
1046, 176.9813, -48.3511
1047, 176.9826, -48.3367
1048, 176.9570, -48.3813
1049, 176.9584, -48.3669
1050, 176.9354, -48.3827
1051, 176.9368, -48.3684
1052, 176.9597, -48.3525
1053, 176.9611, -48.3382
1054, 176.9381, -48.3540
1055, 176.9395, -48.3396
1056, 176.9083, -48.4417
1057, 176.9097, -48.4273
1058, 176.8867, -48.4431
1059, 176.8881, -48.4288
1060, 176.9111, -48.4129
1061, 176.9124, -48.3986
1062, 176.8895, -48.4144
1063, 176.8908, -48.4000
1064, 176.8651, -48.4446
1065, 176.8665, -48.4302
1066, 176.8435, -48.4460
1067, 176.8449, -48.4316
1068, 176.8679, -48.4158
1069, 176.8692, -48.4014
1070, 176.8463, -48.4172
1071, 176.8476, -48.4029
1072, 176.9138, -48.3842
1073, 176.9152, -48.3698
1074, 176.8922, -48.3856
1075, 176.8936, -48.3712
1076, 176.9166, -48.3554
1077, 176.9179, -48.3410
1078, 176.8950, -48.3569
1079, 176.8964, -48.3425
1080, 176.8706, -48.3870
1081, 176.8720, -48.3727
1082, 176.8490, -48.3885
1083, 176.8504, -48.3741
1084, 176.8734, -48.3583
1085, 176.8748, -48.3439
1086, 176.8518, -48.3597
1087, 176.8532, -48.3453
1088, 177.0056, -48.3209
1089, 177.0069, -48.3065
1090, 176.9840, -48.3223
1091, 176.9853, -48.3079
1092, 177.0082, -48.2921
1093, 177.0096, -48.2777
1094, 176.9867, -48.2936
1095, 176.9880, -48.2792
1096, 176.9624, -48.3238
1097, 176.9638, -48.3094
1098, 176.9409, -48.3252
1099, 176.9422, -48.3108
1100, 176.9651, -48.2950
1101, 176.9665, -48.2806
1102, 176.9436, -48.2965
1103, 176.9450, -48.2821
1104, 177.0109, -48.2633
1105, 177.0123, -48.2490
1106, 176.9894, -48.2648
1107, 176.9907, -48.2504
1108, 177.0136, -48.2346
1109, 177.0150, -48.2202
1110, 176.9921, -48.2360
1111, 176.9934, -48.2217
1112, 176.9679, -48.2662
1113, 176.9692, -48.2519
1114, 176.9463, -48.2677
1115, 176.9477, -48.2533
1116, 176.9706, -48.2375
1117, 176.9719, -48.2231
1118, 176.9490, -48.2389
1119, 176.9504, -48.2245
1120, 176.9193, -48.3267
1121, 176.9207, -48.3123
1122, 176.8977, -48.3281
1123, 176.8991, -48.3137
1124, 176.9220, -48.2979
1125, 176.9234, -48.2835
1126, 176.9005, -48.2993
1127, 176.9019, -48.2849
1128, 176.8762, -48.3295
1129, 176.8775, -48.3151
1130, 176.8546, -48.3309
1131, 176.8560, -48.3166
1132, 176.8789, -48.3008
1133, 176.8803, -48.2864
1134, 176.8574, -48.3022
1135, 176.8588, -48.2878
1136, 176.9248, -48.2691
1137, 176.9261, -48.2548
1138, 176.9032, -48.2706
1139, 176.9046, -48.2562
1140, 176.9275, -48.2404
1141, 176.9289, -48.2260
1142, 176.9060, -48.2418
1143, 176.9074, -48.2274
1144, 176.8817, -48.2720
1145, 176.8831, -48.2576
1146, 176.8601, -48.2734
1147, 176.8615, -48.2590
1148, 176.8844, -48.2432
1149, 176.8858, -48.2289
1150, 176.8629, -48.2447
1151, 176.8643, -48.2303
1152, 176.8218, -48.4474
1153, 176.8232, -48.4330
1154, 176.8002, -48.4488
1155, 176.8016, -48.4345
1156, 176.8246, -48.4187
1157, 176.8260, -48.4043
1158, 176.8030, -48.4201
1159, 176.8044, -48.4057
1160, 176.7786, -48.4502
1161, 176.7800, -48.4359
1162, 176.7570, -48.4517
1163, 176.7584, -48.4373
1164, 176.7814, -48.4215
1165, 176.7828, -48.4071
1166, 176.7598, -48.4229
1167, 176.7612, -48.4085
1168, 176.8274, -48.3899
1169, 176.8288, -48.3755
1170, 176.8058, -48.3913
1171, 176.8073, -48.3769
1172, 176.8302, -48.3611
1173, 176.8316, -48.3468
1174, 176.8087, -48.3626
1175, 176.8101, -48.3482
1176, 176.7842, -48.3927
1177, 176.7857, -48.3783
1178, 176.7627, -48.3941
1179, 176.7641, -48.3798
1180, 176.7871, -48.3640
1181, 176.7885, -48.3496
1182, 176.7655, -48.3654
1183, 176.7669, -48.3510
1184, 176.7354, -48.4531
1185, 176.7368, -48.4387
1186, 176.7137, -48.4545
1187, 176.7152, -48.4401
1188, 176.7382, -48.4243
1189, 176.7396, -48.4099
1190, 176.7166, -48.4257
1191, 176.7180, -48.4113
1192, 176.6921, -48.4559
1193, 176.6935, -48.4415
1194, 176.6705, -48.4572
1195, 176.6719, -48.4429
1196, 176.6950, -48.4271
1197, 176.6964, -48.4127
1198, 176.6734, -48.4285
1199, 176.6748, -48.4141
1200, 176.7411, -48.3955
1201, 176.7425, -48.3812
1202, 176.7195, -48.3969
1203, 176.7209, -48.3826
1204, 176.7439, -48.3668
1205, 176.7453, -48.3524
1206, 176.7223, -48.3682
1207, 176.7237, -48.3538
1208, 176.6978, -48.3983
1209, 176.6993, -48.3840
1210, 176.6762, -48.3997
1211, 176.6777, -48.3853
1212, 176.7007, -48.3696
1213, 176.7022, -48.3552
1214, 176.6791, -48.3710
1215, 176.6806, -48.3566
1216, 176.8330, -48.3324
1217, 176.8344, -48.3180
1218, 176.8115, -48.3338
1219, 176.8129, -48.3194
1220, 176.8358, -48.3036
1221, 176.8372, -48.2892
1222, 176.8143, -48.3050
1223, 176.8157, -48.2906
1224, 176.7899, -48.3352
1225, 176.7913, -48.3208
1226, 176.7683, -48.3366
1227, 176.7697, -48.3222
1228, 176.7927, -48.3064
1229, 176.7941, -48.2921
1230, 176.7711, -48.3079
1231, 176.7725, -48.2935
1232, 176.8386, -48.2748
1233, 176.8400, -48.2605
1234, 176.8171, -48.2763
1235, 176.8185, -48.2619
1236, 176.8414, -48.2461
1237, 176.8428, -48.2317
1238, 176.8198, -48.2475
1239, 176.8212, -48.2331
1240, 176.7955, -48.2777
1241, 176.7969, -48.2633
1242, 176.7740, -48.2791
1243, 176.7754, -48.2647
1244, 176.7983, -48.2489
1245, 176.7997, -48.2345
1246, 176.7768, -48.2503
1247, 176.7782, -48.2360
1248, 176.7467, -48.3380
1249, 176.7482, -48.3236
1250, 176.7252, -48.3394
1251, 176.7266, -48.3250
1252, 176.7496, -48.3093
1253, 176.7510, -48.2949
1254, 176.7280, -48.3107
1255, 176.7294, -48.2963
1256, 176.7036, -48.3408
1257, 176.7050, -48.3264
1258, 176.6820, -48.3422
1259, 176.6834, -48.3278
1260, 176.7064, -48.3121
1261, 176.7079, -48.2977
1262, 176.6849, -48.3135
1263, 176.6863, -48.2991
1264, 176.7524, -48.2805
1265, 176.7538, -48.2661
1266, 176.7309, -48.2819
1267, 176.7323, -48.2675
1268, 176.7552, -48.2517
1269, 176.7567, -48.2374
1270, 176.7337, -48.2531
1271, 176.7351, -48.2388
1272, 176.7093, -48.2833
1273, 176.7107, -48.2689
1274, 176.6877, -48.2847
1275, 176.6892, -48.2703
1276, 176.7122, -48.2545
1277, 176.7136, -48.2402
1278, 176.6906, -48.2559
1279, 176.6920, -48.2416
1280, 177.0163, -48.2058
1281, 177.0176, -48.1914
1282, 176.9948, -48.2073
1283, 176.9961, -48.1929
1284, 177.0190, -48.1771
1285, 177.0203, -48.1627
1286, 176.9975, -48.1785
1287, 176.9988, -48.1641
1288, 176.9733, -48.2087
1289, 176.9746, -48.1943
1290, 176.9518, -48.2102
1291, 176.9531, -48.1958
1292, 176.9760, -48.1800
1293, 176.9773, -48.1656
1294, 176.9545, -48.1814
1295, 176.9558, -48.1670
1296, 177.0216, -48.1483
1297, 177.0230, -48.1339
1298, 177.0002, -48.1497
1299, 177.0015, -48.1354
1300, 177.0243, -48.1195
1301, 177.0257, -48.1051
1302, 177.0028, -48.1210
1303, 177.0042, -48.1066
1304, 176.9787, -48.1512
1305, 176.9800, -48.1368
1306, 176.9572, -48.1526
1307, 176.9585, -48.1383
1308, 176.9814, -48.1224
1309, 176.9827, -48.1080
1310, 176.9599, -48.1239
1311, 176.9612, -48.1095
1312, 176.9302, -48.2116
1313, 176.9316, -48.1972
1314, 176.9087, -48.2130
1315, 176.9101, -48.1987
1316, 176.9330, -48.1828
1317, 176.9343, -48.1685
1318, 176.9115, -48.1843
1319, 176.9128, -48.1699
1320, 176.8872, -48.2145
1321, 176.8886, -48.2001
1322, 176.8657, -48.2159
1323, 176.8671, -48.2015
1324, 176.8900, -48.1857
1325, 176.8913, -48.1713
1326, 176.8684, -48.1871
1327, 176.8698, -48.1728
1328, 176.9357, -48.1541
1329, 176.9370, -48.1397
1330, 176.9142, -48.1555
1331, 176.9156, -48.1411
1332, 176.9384, -48.1253
1333, 176.9398, -48.1109
1334, 176.9169, -48.1268
1335, 176.9183, -48.1124
1336, 176.8927, -48.1569
1337, 176.8941, -48.1426
1338, 176.8712, -48.1584
1339, 176.8726, -48.1440
1340, 176.8954, -48.1282
1341, 176.8968, -48.1138
1342, 176.8740, -48.1296
1343, 176.8753, -48.1152
1344, 177.0270, -48.0908
1345, 177.0283, -48.0764
1346, 177.0055, -48.0922
1347, 177.0069, -48.0778
1348, 177.0296, -48.0620
1349, 177.0310, -48.0476
1350, 177.0082, -48.0634
1351, 177.0095, -48.0491
1352, 176.9841, -48.0937
1353, 176.9854, -48.0793
1354, 176.9626, -48.0951
1355, 176.9639, -48.0807
1356, 176.9867, -48.0649
1357, 176.9881, -48.0505
1358, 176.9653, -48.0663
1359, 176.9666, -48.0520
1360, 177.0323, -48.0332
1361, 177.0336, -48.0188
1362, 177.0109, -48.0347
1363, 177.0122, -48.0203
1364, 177.0350, -48.0045
1365, 177.0363, -47.9901
1366, 177.0135, -48.0059
1367, 177.0149, -47.9915
1368, 176.9894, -48.0361
1369, 176.9908, -48.0217
1370, 176.9680, -48.0376
1371, 176.9693, -48.0232
1372, 176.9921, -48.0074
1373, 176.9935, -47.9930
1374, 176.9707, -48.0088
1375, 176.9720, -47.9944
1376, 176.9411, -48.0966
1377, 176.9425, -48.0822
1378, 176.9197, -48.0980
1379, 176.9210, -48.0836
1380, 176.9438, -48.0678
1381, 176.9452, -48.0534
1382, 176.9224, -48.0692
1383, 176.9237, -48.0548
1384, 176.8982, -48.0994
1385, 176.8996, -48.0850
1386, 176.8767, -48.1009
1387, 176.8781, -48.0865
1388, 176.9009, -48.0707
1389, 176.9023, -48.0563
1390, 176.8795, -48.0721
1391, 176.8808, -48.0577
1392, 176.9465, -48.0390
1393, 176.9479, -48.0246
1394, 176.9251, -48.0405
1395, 176.9265, -48.0261
1396, 176.9492, -48.0103
1397, 176.9506, -47.9959
1398, 176.9278, -48.0117
1399, 176.9292, -47.9973
1400, 176.9037, -48.0419
1401, 176.9050, -48.0275
1402, 176.8822, -48.0433
1403, 176.8836, -48.0289
1404, 176.9064, -48.0131
1405, 176.9077, -47.9988
1406, 176.8849, -48.0146
1407, 176.8863, -48.0002
1408, 176.8442, -48.2173
1409, 176.8455, -48.2029
1410, 176.8226, -48.2187
1411, 176.8240, -48.2044
1412, 176.8469, -48.1886
1413, 176.8483, -48.1742
1414, 176.8254, -48.1900
1415, 176.8268, -48.1756
1416, 176.8011, -48.2202
1417, 176.8025, -48.2058
1418, 176.7796, -48.2216
1419, 176.7810, -48.2072
1420, 176.8039, -48.1914
1421, 176.8053, -48.1770
1422, 176.7824, -48.1928
1423, 176.7838, -48.1784
1424, 176.8497, -48.1598
1425, 176.8511, -48.1454
1426, 176.8282, -48.1612
1427, 176.8296, -48.1468
1428, 176.8525, -48.1310
1429, 176.8539, -48.1167
1430, 176.8310, -48.1325
1431, 176.8324, -48.1181
1432, 176.8067, -48.1626
1433, 176.8081, -48.1483
1434, 176.7852, -48.1641
1435, 176.7866, -48.1497
1436, 176.8095, -48.1339
1437, 176.8109, -48.1195
1438, 176.7880, -48.1353
1439, 176.7894, -48.1209
1440, 176.7581, -48.2230
1441, 176.7595, -48.2086
1442, 176.7365, -48.2244
1443, 176.7380, -48.2100
1444, 176.7609, -48.1942
1445, 176.7623, -48.1798
1446, 176.7394, -48.1956
1447, 176.7408, -48.1812
1448, 176.7150, -48.2258
1449, 176.7164, -48.2114
1450, 176.6935, -48.2272
1451, 176.6949, -48.2128
1452, 176.7179, -48.1970
1453, 176.7193, -48.1826
1454, 176.6963, -48.1984
1455, 176.6978, -48.1840
1456, 176.7637, -48.1655
1457, 176.7651, -48.1511
1458, 176.7422, -48.1669
1459, 176.7436, -48.1525
1460, 176.7665, -48.1367
1461, 176.7679, -48.1223
1462, 176.7450, -48.1381
1463, 176.7464, -48.1237
1464, 176.7207, -48.1683
1465, 176.7221, -48.1539
1466, 176.6992, -48.1697
1467, 176.7006, -48.1553
1468, 176.7235, -48.1395
1469, 176.7250, -48.1251
1470, 176.7020, -48.1409
1471, 176.7035, -48.1265
1472, 176.8552, -48.1023
1473, 176.8566, -48.0879
1474, 176.8338, -48.1037
1475, 176.8352, -48.0893
1476, 176.8580, -48.0735
1477, 176.8594, -48.0591
1478, 176.8365, -48.0749
1479, 176.8379, -48.0606
1480, 176.8123, -48.1051
1481, 176.8137, -48.0907
1482, 176.7908, -48.1065
1483, 176.7922, -48.0922
1484, 176.8151, -48.0764
1485, 176.8165, -48.0620
1486, 176.7936, -48.0778
1487, 176.7950, -48.0634
1488, 176.8608, -48.0448
1489, 176.8621, -48.0304
1490, 176.8393, -48.0462
1491, 176.8407, -48.0318
1492, 176.8635, -48.0160
1493, 176.8649, -48.0016
1494, 176.8421, -48.0174
1495, 176.8435, -48.0030
1496, 176.8179, -48.0476
1497, 176.8192, -48.0332
1498, 176.7964, -48.0490
1499, 176.7978, -48.0346
1500, 176.8206, -48.0188
1501, 176.8220, -48.0045
1502, 176.7992, -48.0203
1503, 176.8006, -48.0059
1504, 176.7693, -48.1079
1505, 176.7707, -48.0936
1506, 176.7479, -48.1094
1507, 176.7493, -48.0950
1508, 176.7721, -48.0792
1509, 176.7735, -48.0648
1510, 176.7507, -48.0806
1511, 176.7521, -48.0662
1512, 176.7264, -48.1108
1513, 176.7278, -48.0964
1514, 176.7049, -48.1122
1515, 176.7063, -48.0978
1516, 176.7292, -48.0820
1517, 176.7306, -48.0676
1518, 176.7077, -48.0834
1519, 176.7092, -48.0690
1520, 176.7750, -48.0504
1521, 176.7764, -48.0360
1522, 176.7535, -48.0518
1523, 176.7549, -48.0375
1524, 176.7778, -48.0217
1525, 176.7792, -48.0073
1526, 176.7563, -48.0231
1527, 176.7577, -48.0087
1528, 176.7320, -48.0532
1529, 176.7335, -48.0389
1530, 176.7106, -48.0546
1531, 176.7120, -48.0403
1532, 176.7349, -48.0245
1533, 176.7363, -48.0101
1534, 176.7134, -48.0259
1535, 176.7148, -48.0115
1536, 176.6488, -48.4586
1537, 176.6503, -48.4443
1538, 176.6272, -48.4600
1539, 176.6287, -48.4456
1540, 176.6517, -48.4299
1541, 176.6532, -48.4155
1542, 176.6301, -48.4313
1543, 176.6316, -48.4169
1544, 176.6056, -48.4614
1545, 176.6070, -48.4470
1546, 176.5840, -48.4628
1547, 176.5854, -48.4484
1548, 176.6085, -48.4326
1549, 176.6100, -48.4183
1550, 176.5869, -48.4340
1551, 176.5884, -48.4196
1552, 176.6546, -48.4011
1553, 176.6561, -48.3867
1554, 176.6330, -48.4025
1555, 176.6345, -48.3881
1556, 176.6575, -48.3724
1557, 176.6590, -48.3580
1558, 176.6359, -48.3737
1559, 176.6374, -48.3594
1560, 176.6114, -48.4039
1561, 176.6129, -48.3895
1562, 176.5898, -48.4053
1563, 176.5913, -48.3909
1564, 176.6143, -48.3751
1565, 176.6158, -48.3607
1566, 176.5928, -48.3765
1567, 176.5942, -48.3621
1568, 176.5623, -48.4641
1569, 176.5638, -48.4498
1570, 176.5407, -48.4655
1571, 176.5422, -48.4511
1572, 176.5653, -48.4354
1573, 176.5667, -48.4210
1574, 176.5436, -48.4368
1575, 176.5451, -48.4224
1576, 176.5190, -48.4669
1577, 176.5205, -48.4525
1578, 176.4974, -48.4682
1579, 176.4989, -48.4539
1580, 176.5220, -48.4381
1581, 176.5235, -48.4237
1582, 176.5004, -48.4395
1583, 176.5019, -48.4251
1584, 176.5682, -48.4066
1585, 176.5697, -48.3923
1586, 176.5466, -48.4080
1587, 176.5481, -48.3936
1588, 176.5712, -48.3779
1589, 176.5726, -48.3635
1590, 176.5496, -48.3792
1591, 176.5510, -48.3649
1592, 176.5250, -48.4094
1593, 176.5265, -48.3950
1594, 176.5034, -48.4107
1595, 176.5049, -48.3963
1596, 176.5280, -48.3806
1597, 176.5294, -48.3662
1598, 176.5064, -48.3820
1599, 176.5078, -48.3676
1600, 176.6604, -48.3436
1601, 176.6619, -48.3292
1602, 176.6388, -48.3450
1603, 176.6403, -48.3306
1604, 176.6633, -48.3148
1605, 176.6648, -48.3005
1606, 176.6417, -48.3162
1607, 176.6432, -48.3019
1608, 176.6173, -48.3464
1609, 176.6187, -48.3320
1610, 176.5957, -48.3477
1611, 176.5971, -48.3334
1612, 176.6202, -48.3176
1613, 176.6216, -48.3032
1614, 176.5986, -48.3190
1615, 176.6001, -48.3046
1616, 176.6662, -48.2861
1617, 176.6676, -48.2717
1618, 176.6446, -48.2875
1619, 176.6461, -48.2731
1620, 176.6691, -48.2573
1621, 176.6705, -48.2430
1622, 176.6475, -48.2587
1623, 176.6490, -48.2443
1624, 176.6231, -48.2889
1625, 176.6245, -48.2745
1626, 176.6015, -48.2902
1627, 176.6030, -48.2759
1628, 176.6260, -48.2601
1629, 176.6274, -48.2457
1630, 176.6044, -48.2615
1631, 176.6059, -48.2471
1632, 176.5741, -48.3491
1633, 176.5756, -48.3347
1634, 176.5525, -48.3505
1635, 176.5540, -48.3361
1636, 176.5770, -48.3204
1637, 176.5785, -48.3060
1638, 176.5555, -48.3217
1639, 176.5569, -48.3074
1640, 176.5309, -48.3519
1641, 176.5324, -48.3375
1642, 176.5093, -48.3532
1643, 176.5108, -48.3388
1644, 176.5339, -48.3231
1645, 176.5354, -48.3087
1646, 176.5123, -48.3245
1647, 176.5138, -48.3101
1648, 176.5800, -48.2916
1649, 176.5814, -48.2772
1650, 176.5584, -48.2930
1651, 176.5599, -48.2786
1652, 176.5829, -48.2629
1653, 176.5844, -48.2485
1654, 176.5613, -48.2642
1655, 176.5628, -48.2498
1656, 176.5368, -48.2943
1657, 176.5383, -48.2800
1658, 176.5153, -48.2957
1659, 176.5168, -48.2813
1660, 176.5398, -48.2656
1661, 176.5413, -48.2512
1662, 176.5182, -48.2670
1663, 176.5197, -48.2526
1664, 176.4758, -48.4696
1665, 176.4773, -48.4552
1666, 176.4541, -48.4709
1667, 176.4556, -48.4566
1668, 176.4788, -48.4408
1669, 176.4803, -48.4265
1670, 176.4571, -48.4422
1671, 176.4586, -48.4278
1672, 176.4325, -48.4723
1673, 176.4340, -48.4579
1674, 176.4109, -48.4736
1675, 176.4124, -48.4592
1676, 176.4355, -48.4435
1677, 176.4370, -48.4292
1678, 176.4139, -48.4449
1679, 176.4154, -48.4305
1680, 176.4818, -48.4121
1681, 176.4833, -48.3977
1682, 176.4602, -48.4134
1683, 176.4617, -48.3991
1684, 176.4848, -48.3833
1685, 176.4863, -48.3689
1686, 176.4632, -48.3847
1687, 176.4647, -48.3703
1688, 176.4385, -48.4148
1689, 176.4400, -48.4004
1690, 176.4169, -48.4161
1691, 176.4184, -48.4017
1692, 176.4416, -48.3860
1693, 176.4431, -48.3716
1694, 176.4199, -48.3874
1695, 176.4215, -48.3730
1696, 176.3892, -48.4750
1697, 176.3907, -48.4606
1698, 176.3676, -48.4763
1699, 176.3691, -48.4619
1700, 176.3923, -48.4462
1701, 176.3938, -48.4318
1702, 176.3706, -48.4475
1703, 176.3722, -48.4332
1704, 176.3459, -48.4776
1705, 176.3475, -48.4632
1706, 176.3243, -48.4789
1707, 176.3258, -48.4646
1708, 176.3490, -48.4489
1709, 176.3505, -48.4345
1710, 176.3274, -48.4502
1711, 176.3289, -48.4358
1712, 176.3953, -48.4175
1713, 176.3968, -48.4031
1714, 176.3737, -48.4188
1715, 176.3752, -48.4044
1716, 176.3983, -48.3887
1717, 176.3999, -48.3743
1718, 176.3767, -48.3900
1719, 176.3783, -48.3757
1720, 176.3521, -48.4201
1721, 176.3536, -48.4058
1722, 176.3304, -48.4215
1723, 176.3320, -48.4071
1724, 176.3551, -48.3914
1725, 176.3567, -48.3770
1726, 176.3335, -48.3927
1727, 176.3351, -48.3783
1728, 176.4877, -48.3546
1729, 176.4892, -48.3402
1730, 176.4662, -48.3559
1731, 176.4677, -48.3415
1732, 176.4907, -48.3258
1733, 176.4922, -48.3114
1734, 176.4692, -48.3272
1735, 176.4707, -48.3128
1736, 176.4446, -48.3573
1737, 176.4461, -48.3429
1738, 176.4230, -48.3586
1739, 176.4245, -48.3442
1740, 176.4476, -48.3285
1741, 176.4491, -48.3141
1742, 176.4260, -48.3299
1743, 176.4275, -48.3155
1744, 176.4937, -48.2971
1745, 176.4952, -48.2827
1746, 176.4721, -48.2984
1747, 176.4736, -48.2840
1748, 176.4967, -48.2683
1749, 176.4982, -48.2539
1750, 176.4751, -48.2697
1751, 176.4766, -48.2553
1752, 176.4506, -48.2998
1753, 176.4521, -48.2854
1754, 176.4290, -48.3011
1755, 176.4305, -48.2867
1756, 176.4536, -48.2710
1757, 176.4551, -48.2566
1758, 176.4320, -48.2724
1759, 176.4335, -48.2580
1760, 176.4014, -48.3600
1761, 176.4029, -48.3456
1762, 176.3798, -48.3613
1763, 176.3813, -48.3469
1764, 176.4044, -48.3312
1765, 176.4059, -48.3168
1766, 176.3828, -48.3325
1767, 176.3844, -48.3182
1768, 176.3582, -48.3626
1769, 176.3597, -48.3483
1770, 176.3366, -48.3640
1771, 176.3381, -48.3496
1772, 176.3612, -48.3339
1773, 176.3628, -48.3195
1774, 176.3397, -48.3352
1775, 176.3412, -48.3208
1776, 176.4074, -48.3025
1777, 176.4090, -48.2881
1778, 176.3859, -48.3038
1779, 176.3874, -48.2894
1780, 176.4105, -48.2737
1781, 176.4120, -48.2593
1782, 176.3889, -48.2750
1783, 176.3904, -48.2607
1784, 176.3643, -48.3051
1785, 176.3658, -48.2908
1786, 176.3427, -48.3065
1787, 176.3443, -48.2921
1788, 176.3674, -48.2764
1789, 176.3689, -48.2620
1790, 176.3458, -48.2777
1791, 176.3473, -48.2633
1792, 176.6719, -48.2286
1793, 176.6734, -48.2142
1794, 176.6504, -48.2300
1795, 176.6519, -48.2156
1796, 176.6748, -48.1998
1797, 176.6763, -48.1854
1798, 176.6533, -48.2012
1799, 176.6547, -48.1868
1800, 176.6289, -48.2313
1801, 176.6303, -48.2170
1802, 176.6073, -48.2327
1803, 176.6088, -48.2183
1804, 176.6318, -48.2026
1805, 176.6332, -48.1882
1806, 176.6103, -48.2040
1807, 176.6117, -48.1896
1808, 176.6777, -48.1711
1809, 176.6791, -48.1567
1810, 176.6562, -48.1724
1811, 176.6576, -48.1581
1812, 176.6806, -48.1423
1813, 176.6820, -48.1279
1814, 176.6591, -48.1437
1815, 176.6605, -48.1293
1816, 176.6347, -48.1738
1817, 176.6361, -48.1595
1818, 176.6132, -48.1752
1819, 176.6146, -48.1608
1820, 176.6376, -48.1451
1821, 176.6390, -48.1307
1822, 176.6161, -48.1465
1823, 176.6175, -48.1321
1824, 176.5858, -48.2341
1825, 176.5873, -48.2197
1826, 176.5643, -48.2355
1827, 176.5657, -48.2211
1828, 176.5887, -48.2053
1829, 176.5902, -48.1910
1830, 176.5672, -48.2067
1831, 176.5687, -48.1923
1832, 176.5427, -48.2368
1833, 176.5442, -48.2225
1834, 176.5212, -48.2382
1835, 176.5227, -48.2238
1836, 176.5457, -48.2081
1837, 176.5472, -48.1937
1838, 176.5242, -48.2094
1839, 176.5256, -48.1951
1840, 176.5917, -48.1766
1841, 176.5931, -48.1622
1842, 176.5701, -48.1780
1843, 176.5716, -48.1636
1844, 176.5946, -48.1478
